SK_ID_CURR,TARGET
100001,0.06505478542651696
100005,0.12640847918548284
100013,0.08124041402793104
100028,0.06150647256117177
100038,0.12831020728174006
100042,0.05589235498654724
100057,0.08303616607975169
100065,0.125472628396407
100066,0.05035669987141444
100067,0.10328800519652831
100074,0.06325028532260905
100090,0.11513118571231891
100091,0.11715210498182098
100092,0.09809699086241774
100106,0.15582175729193445
100107,0.11181133376559464
100109,0.09856976496130009
100117,0.07622166127234963
100128,0.07348655046984069
100141,0.08793018261851732
100150,0.07550212080917257
100168,0.0649968583692881
100169,0.044327308942602235
100170,0.08689715046983469
100171,0.09981699191723196
100172,0.1215351083687832
100184,0.07391889428419397
100187,0.061732520188408024
100212,0.08580364634993472
100222,0.08475626865259626
100223,0.06309473837066712
100232,0.07325076422046381
100241,0.14119853867869697
100245,0.07944922744073298
100253,0.06144594170130789
100256,0.09451170048224762
100271,0.05482877305273749
100278,0.10646341050531184
100280,0.07066359542025101
100306,0.15389555750643436
100311,0.10708699322177562
100312,0.0635413933402924
100330,0.07494397065546643
100331,0.08947920857882774
100352,0.09283542405769618
100358,0.09300697405710978
100367,0.08562881227214374
100382,0.08528297398111795
100384,0.074219766232245
100385,0.11567948040119207
100386,0.09037827408453314
100399,0.07179674913176796
100404,0.06925377254118383
100416,0.07178258533338645
100422,0.12102949359131687
100426,0.079437345657385
100438,0.0684542388154348
100444,0.11472258666826332
100445,0.12339248112197157
100446,0.11717494842439699
100447,0.06484607510915022
100450,0.07369105937420739
100466,0.0857776296915271
100483,0.07288287964033327
100484,0.05255562495302413
100494,0.08404292186531301
100510,0.125499256373504
100512,0.059548935087067593
100517,0.0695401692553489
100548,0.058367579153944936
100551,0.07006640540689439
100552,0.1256166421154033
100553,0.08592631586565606
100561,0.09290268817308765
100568,0.12350538264189731
100569,0.06932568629063698
100591,0.09532419405033306
100592,0.04786772599018787
100602,0.1076203548112298
100607,0.07915217619127429
100613,0.08343127944811407
100617,0.07818996124921195
100618,0.09140890002461632
100622,0.16355196358168608
100625,0.12431720824233791
100677,0.08352310835834607
100699,0.07670256520513526
100702,0.13677792537128183
100711,0.0841462363737235
100729,0.1370056793716558
100740,0.11816811812630795
100744,0.10482924475118013
100745,0.10247158880063398
100747,0.10004616503114204
100751,0.11105145160399825
100752,0.08555194605741633
100753,0.14571497122967159
100754,0.09585541936329535
100760,0.10779578359897421
100762,0.09414818271152744
100763,0.07689847401042216
100765,0.07605597145861578
100770,0.10165265890484598
100772,0.08600580162819993
100777,0.08512321865717218
100791,0.06889830041354451
100792,0.0594785364243422
100797,0.0881779935525051
100823,0.09451224916202901
100826,0.09201588346801634
100830,0.06688039087042393
100836,0.13167131482843372
100872,0.08326254773313989
100910,0.0881030263208978
100913,0.05843640408192489
100918,0.07937647359764595
100931,0.055149898451389505
100952,0.11949709533603897
100953,0.10171592332443366
100965,0.10497199306043398
100970,0.08126119303781473
100982,0.12076953478875797
100983,0.08480155542745398
100984,0.06854920780468353
100987,0.11510107117536947
100997,0.09121302407089288
100998,0.13141646067421417
101002,0.09747331219441924
101005,0.13453896210582594
101008,0.12054176389572253
101020,0.09440718924463545
101021,0.09103913147040044
101024,0.09412534214914488
101025,0.12712057511976854
101026,0.09416290872163396
101031,0.08579682217831996
101041,0.05721511663108606
101051,0.06411332372417525
101055,0.08877419644978539
101056,0.1311269007117299
101057,0.10187675626267831
101064,0.07280970656833485
101079,0.07949201466030978
101087,0.08834344323444036
101090,0.06424218381667174
101092,0.09063113795042359
101097,0.09630699066542749
101099,0.05557514156067301
101107,0.08948960042100343
101118,0.0910149978974063
101125,0.09791673925777791
101126,0.08149619675821473
101128,0.09538077077431971
101136,0.12995857232043428
101140,0.10720666246619734
101149,0.07461369979760947
101160,0.08020745095365782
101169,0.11389730895736541
101181,0.07426673015717399
101186,0.0576592196852883
101190,0.09934661077985575
101193,0.11828415289355235
101194,0.08977752558155554
101198,0.09753236563965538
101200,0.07655493140176188
101204,0.09940634458583451
101211,0.08184978132816124
101213,0.08380690392271811
101223,0.07258837238133407
101225,0.09344764006439205
101237,0.07531976271589115
101243,0.07945432565927403
101244,0.10903642460530359
101258,0.06844190193608436
101259,0.15468023577853918
101268,0.10278376916894334
101269,0.06505878069295687
101271,0.11227750592801881
101279,0.07018002959843028
101281,0.08675320105474775
101287,0.07470127801837048
101292,0.09197355961922414
101294,0.07760528646548577
101296,0.06649169277656229
101297,0.08110290631529246
101299,0.06148652854385785
101301,0.07602781235682174
101305,0.07620353900104704
101308,0.06826001279410655
101318,0.05587322117176113
101327,0.11158549335373667
101329,0.10363063423882196
101332,0.06397080101990471
101337,0.0916885128572821
101343,0.06388728872115315
101345,0.08158848737105023
101346,0.08891371246592487
101353,0.05328436547593179
101354,0.11075907406211863
101355,0.0943674733183284
